Lot Frontage	Lot Area	Neighborhood	Overall Qual	Overall Cond	Year Built	Total Bsmt SF	1st Flr SF	Gr Liv Area	Bedroom AbvGr	TotRms AbvGrd	Garage Area	SalePrice
	3196	Blmngtn	8	5	2003	1273	1456	1456	2	7	400	215000
	2938	Blmngtn	7	5	2002	1368	1511	1511	2	5	398	246990
	3072	Blmngtn	7	5	2004	1375	1414	1414	2	6	398	178740
	3072	Blmngtn	7	5	2004	1365	1548	1548	2	7	388	225000
43	3010	Blmngtn	7	5	2005	1248	1248	1248	2	5	438	167240
43	3010	Blmngtn	7	5	2005	1142	1142	1142	2	6	440	156820
43	3013	Blmngtn	7	5	2005	1362	1506	1506	2	6	440	213490
53	3982	Blmngtn	8	5	2006	1520	1567	1567	1	7	648	264561
53	4045	Blmngtn	7	5	2006	1356	1500	1500	2	6	648	246578
60	21930	Gilbert	5	5	2005	732	734	1838	4	7	372	192140
	7861	Gilbert	6	5	2002	783	807	1509	3	7	393	183200
74	9056	Gilbert	8	5	2004	707	707	1414	3	6	403	178000
59	9171	Gilbert	7	5	2004	848	848	1598	3	7	433	201490
106	11194	Gilbert	8	5	2000	1406	1454	1936	3	7	504	230500
63	7875	Gilbert	7	5	2003	783	807	1509	3	8	393	180000
	8121	Gilbert	6	5	2000	953	953	1664	3	7	460	172400
	8658	Gilbert	6	5	2000	982	1008	1889	3	9	431	215000
	11214	Gilbert	7	5	1998	930	956	1886	4	10	431	199900
58	10852	Gilbert	6	5	2000	959	959	1671	3	7	472	173000
	12104	Gilbert	7	5	2006	1035	1082	2322	4	8	617	287602
66	8738	Gilbert	7	5	1999	975	1005	2291	4	8	429	230000
82	9452	NoRidge	8	5	1997	1396	1407	2392	3	7	870	348000
84	9660	NoRidge	8	5	1998	1044	1079	1976	3	7	885	286000
83	9545	NoRidge	8	5	2000	1160	1205	2234	3	7	768	300000
118	35760	NoRidge	10	5	1995	1930	1831	3627	4	10	807	625000
	9233	NoRidge	9	5	2000	1540	1540	2855	4	9	774	405000
78	12011	NoRidge	8	5	1998	1086	1086	1924	3	7	592	280000
93	12090	NoRidge	8	5	1998	1141	1165	2263	4	10	420	258000
83	10019	NoRidge	8	5	1995	1342	1358	2726	4	9	725	350000
114	17242	NoRidge	9	5	1993	1733	1933	3500	4	11	959	584500
	10236	NoRidge	8	5	1994	1290	1305	2494	4	9	803	321000
92	10120	NoRidge	8	5	1994	1165	1203	2526	4	8	844	290000
	12585	NoRidge	8	5	1993	1286	1565	2799	3	8	704	315000
75	12447	Somerst	8	5	2005	1100	1116	1964	3	8	760	252000
49	15218	Somerst	8	5	2006	1670	1670	1670	2	6	928	336820
49	20896	Somerst	8	5	2005	2077	2097	2097	1	8	1134	423000
85	10182	Somerst	8	5	2006	1660	1660	1660	3	8	500	290000
73	8688	Somerst	7	5	2005	1616	1616	1616	3	7	834	232000
85	10936	Somerst	8	5	2006	1504	1504	1504	3	7	510	199000
72	8640	Somerst	8	5	2006	1278	1278	1278	2	5	584	198600
100	13162	Somerst	9	5	2006	2036	2036	2640	3	11	792	405749
81	11216	Somerst	8	5	2006	1489	1489	1489	3	7	776	232600
84	10728	Somerst	8	5	2006	1095	1095	1939	3	8	1053	266000
65	8125	Somerst	7	5	2005	756	756	1553	3	6	615	186500
65	8125	Somerst	6	5	2005	858	858	1716	3	7	615	200825
65	8125	Somerst	7	5	2006	770	778	1576	3	6	614	197000
60	7200	Somerst	6	5	2006	1262	1262	1262	2	5	572	185000
62	7500	Somerst	7	5	2005	1257	1266	1266	3	6	453	176000
60	7200	Somerst	7	5	2006	1293	1301	1301	2	5	572	187750
74	7733	SawyerW	6	5	2005	1142	1142	1142	3	5	0	139500
91	11024	SawyerW	7	5	2005	1400	1400	1400	3	6	612	186800
63	13072	SawyerW	6	5	2005	1131	1131	1131	3	6	0	132000
63	13072	SawyerW	6	5	2005	1141	1141	1141	3	6	484	142500
63	13072	SawyerW	6	5	2004	1158	1158	1158	3	5	576	158000
65	7800	SawyerW	7	5	2005	891	891	1686	3	8	462	184000
74	7632	SawyerW	7	5	2005	784	831	1585	3	7	449	184900
70	8304	SawyerW	6	5	1997	941	941	1837	3	7	688	187000
65	7153	SawyerW	6	5	1992	761	810	1603	3	7	484	175900
70	9370	SawyerW	6	5	1992	836	844	1731	3	7	462	248500
50	7175	SawyerW	6	5	1990	1398	1398	1398	2	5	542	172000
50	7175	SawyerW	6	5	1991	1217	1217	1217	2	5	484	151000
	9019	SawyerW	6	5	1994	636	636	1320	3	6	472	150000
	8900	SawyerW	4	4	1966	1056	1056	1056	2	5	384	107000
60	7800	SawyerW	5	5	1965	828	965	965	3	6	300	119900
70	9100	Sawyer	5	4	1962	988	988	988	3	6	624	129500
70	9100	Sawyer	5	5	1963	1728	1728	1728	6	10	504	125000
68	8927	Sawyer	6	6	1977	0	1286	1654	4	10	528	119500
	9240	Sawyer	5	6	1962	864	1211	1211	2	6	576	144000
88	8471	Sawyer	6	7	1977	506	1212	1212	3	6	492	151000
	9308	Sawyer	5	5	1965	984	984	984	3	5	310	126000
65	8450	Sawyer	5	6	1968	882	909	909	3	5	294	116000
	8638	Sawyer	5	6	1963	925	925	925	2	5	484	133500
	13052	Sawyer	5	6	1965	1024	1024	1024	3	5	308	120875
	13526	Sawyer	5	6	1965	935	935	935	3	5	288	137000
	8020	Sawyer	5	6	1964	912	912	912	3	6	0	124000
65	6993	Sawyer	5	7	1961	912	1236	1236	3	6	288	135000
	8789	Sawyer	5	6	1967	912	941	941	3	6	288	129200
100	14330	Veenker	7	4	1974	1748	2151	2646	3	9	550	260000
121	16059	NoRidge	8	5	1991	1288	1301	2417	4	9	462	260000
105	11025	NoRidge	8	5	1992	1334	1520	2826	3	9	888	334000
	14541	NoRidge	8	7	1993	1338	1352	2520	5	10	796	310000
	13346	NoRidge	7	5	1992	1095	1166	2295	4	9	590	268000
89	12461	NoRidge	8	5	1994	1624	1624	1624	2	5	757	262000
34	3628	Somerst	7	5	2004	1143	1143	1143	1	5	588	176400
37	3316	Somerst	8	5	2005	1247	1247	1247	1	4	550	197000
30	3180	Somerst	7	5	2005	600	520	1200	2	4	480	151000
24	2544	Somerst	7	5	2005	600	520	1223	2	4	480	147400
24	2544	Somerst	7	5	2005	600	520	1223	2	4	480	149900
30	3180	Somerst	7	5	2005	600	520	1200	2	4	480	144152
	2998	Somerst	6	5	2000	756	768	1524	2	4	440	166000
35	3735	Somerst	7	5	1999	691	713	1452	3	6	506	183900
	2651	Somerst	7	5	2000	673	673	1382	3	6	490	165000
	4447	Somerst	7	5	2003	530	530	1080	2	4	496	139000
114	8314	Somerst	7	5	1997	569	854	1694	3	6	434	200000
60	7180	Somerst	8	5	2001	1568	1568	1568	3	6	564	221000
30	9549	Veenker	8	5	1995	1494	1494	1494	2	6	481	270000
	11250	Veenker	6	6	1977	1208	1208	1208	3	6	546	165000
	3760	Greens	8	5	1980	1235	1235	1235	1	4	484	214000
36	3640	Greens	8	5	1980	1036	1036	1036	1	4	484	188000
40	3874	Greens	8	5	1980	1226	1226	1226	1	4	484	190000
40	3876	Greens	8	5	1978	1226	1226	1226	1	4	484	170000
68	50271	Veenker	9	5	1981	1842	1842	1842	0	5	894	385000
79	13110	NWAmes	5	6	1972	1153	1193	1193	2	6	501	146500
102	10192	NWAmes	7	6	1968	570	1222	1920	4	8	487	170000
	20781	NWAmes	7	7	1968	1568	2156	2156	3	9	508	262500
90	11700	NWAmes	6	6	1968	708	708	1416	3	7	776	179900
	11029	NWAmes	6	7	1968	1054	1512	2654	4	9	619	250000
80	10400	NWAmes	6	5	1972	732	1012	1790	4	8	484	165150
78	10140	NWAmes	7	6	1967	1334	1334	1334	3	7	477	164500
80	9600	NWAmes	7	5	1969	1164	1164	1164	3	6	528	140000
75	9750	NAmes	5	5	1967	980	980	980	3	6	384	135500
80	9600	NAmes	5	5	1968	1051	1051	1051	3	6	504	142000
72	8640	NAmes	5	5	1968	900	884	1770	4	7	530	155000
78	9360	NAmes	6	7	1968	976	976	976	2	4	504	157500
70	8400	NAmes	5	5	1968	1052	1052	1052	3	5	288	138500
70	8400	NAmes	5	6	1968	833	898	898	3	6	326	140000
	9759	NAmes	5	5	1966	1051	1051	1051	3	6	264	124400
80	9600	NAmes	5	7	1967	1141	1141	1141	3	6	568	158000
71	9230	NAmes	5	8	1965	864	1200	1200	1	6	884	146000
	14803	NWAmes	6	5	1971	825	1097	1993	4	8	495	190000
	10659	NAmes	5	6	1961	1050	1050	1050	3	6	368	136500
70	9100	NAmes	5	5	1958	864	864	864	3	5	624	129900
70	8393	NAmes	5	5	1959	1626	1712	1712	4	8	588	145000
80	8800	NAmes	6	7	1965	1187	1565	1565	3	7	299	185900
80	8800	NAmes	6	6	1964	1251	1251	1251	3	6	461	160000
	10368	NAmes	6	6	1964	1008	1488	1488	3	7	430	167000
85	9350	NAmes	5	6	1964	720	720	1440	4	7	480	157500
75	10382	NAmes	6	5	1958	588	1095	1095	2	6	264	140000
69	8973	NAmes	5	7	1958	1008	1053	1053	3	6	750	150000
80	10800	NAmes	5	7	1960	1248	1248	1248	3	6	286	151500
60	8550	NAmes	6	8	1934	816	816	816	2	4	240	129800
	11425	NAmes	5	6	1954	1008	1008	1008	2	4	275	137000
68	9724	NAmes	5	7	1947	938	1043	1043	2	5	273	137000
51	4712	BrkSide	4	7	1946	747	774	1230	3	5	305	121600
51	5900	BrkSide	4	7	1923	440	869	869	2	4	0	85500
52	5825	BrkSide	4	5	1926	600	747	747	1	5	528	79900
92	7438	BrkSide	5	8	1908	504	936	1252	3	5	576	127000
80	9600	NAmes	5	6	1961	1251	1433	1433	3	7	441	161000
89	10858	NAmes	5	6	1952	1444	1624	1624	2	6	240	146500
80	9600	NAmes	5	5	1951	1056	1216	1216	3	7	280	135000
89	10680	NAmes	5	3	1951	2136	2136	2136	4	7	528	137900
79	9490	NAmes	6	7	1941	806	958	1578	3	5	240	133000
79	9462	NAmes	5	6	1949	704	1024	1728	3	7	234	137000
82	9888	NAmes	5	6	1954	936	936	936	2	5	240	121000
	8917	NAmes	5	5	1967	1584	1584	1584	4	8	506	119000
	12700	NAmes	6	5	1964	1246	1246	1246	3	6	441	172000
85	8500	NAmes	5	3	1961	1235	1235	1235	2	6	480	98600
88	14200	NAmes	7	6	1966	924	1216	2157	4	8	487	226000
75	9000	NAmes	5	5	1954	936	1128	1128	2	5	286	118000
174	25419	NAmes	8	4	1918	1360	1360	3112	4	8	795	235000
109	9723	NAmes	6	7	1963	1008	1008	1008	2	5	430	135000
70	7728	NAmes	5	6	1962	1106	1190	1190	3	6	540	132500
70	8163	NAmes	5	6	1959	1144	1144	1144	3	6	796	143000
70	8400	NAmes	5	5	1957	1179	1364	1364	3	6	331	132000
80	11600	NAmes	6	5	1960	1383	1383	1383	3	7	292	145250
	9610	NAmes	6	6	1958	1121	1336	1336	3	7	488	162000
125	10000	NAmes	5	6	1956	1058	1370	1370	3	6	300	148000
69	14850	NAmes	5	5	1957	1092	1092	1092	2	6	299	141000
72	10152	NAmes	6	6	1956	1124	1124	1124	3	6	353	153000
72	10011	NAmes	5	6	1957	1070	1236	1236	2	6	447	134450
	7032	NAmes	5	5	1979	943	943	943	2	4	600	135960
70	8092	NAmes	6	8	1954	1050	1050	1050	3	6	286	156000
75	11310	NAmes	6	5	1954	1367	1375	1375	2	5	451	140000
66	12778	NAmes	5	6	1952	1008	1008	1008	2	4	280	139500
75	10170	NAmes	6	6	1951	216	1575	1575	2	5	400	155000
55	7700	NAmes	5	7	1956	301	1145	1145	3	6	684	127000
65	11050	NAmes	5	5	1956	1005	1005	1005	2	6	319	133500
80	13600	NAmes	5	6	1955	1056	1056	1056	3	6	300	125000
85	15428	NAmes	5	6	1951	884	884	884	2	4	270	142000
118	21299	NAmes	7	5	1941	929	2039	2039	3	7	791	167000
70	13300	NAmes	5	5	1956	1015	1384	1384	2	6	896	159000
94	22136	OldTown	5	5	1925	2171	1392	2640	5	10	1008	180000
50	7500	NAmes	6	6	1947	784	900	1312	3	6	649	127000
50	7000	OldTown	6	6	1924	617	865	1310	2	6	398	112000
60	10410	OldTown	3	8	1930	713	713	713	2	5	371	99800
90	5400	OldTown	5	7	1954	833	833	833	2	4	326	117000
60	5400	OldTown	5	6	1921	1073	1073	1073	2	4	326	108480
60	10914	NAmes	3	3	1929	715	715	715	2	4	660	68000
60	7008	OldTown	4	8	1900	448	448	720	1	5	280	86900
60	10800	OldTown	5	6	1920	1120	1130	1130	2	5	720	120000
60	7200	OldTown	6	8	1915	663	774	1595	3	7	528	155500
60	10818	OldTown	4	4	1910	1077	981	1760	4	7	648	80000
60	10410	OldTown	3	4	1915	672	694	1214	3	6	936	105000
60	10800	OldTown	5	4	1900	954	1766	2414	3	10	520	160000
60	10800	OldTown	5	8	1936	796	1096	1466	3	7	566	170000
84	8658	NAmes	6	5	1965	1088	1324	1324	3	6	440	160000
85	13400	NAmes	5	5	1966	1024	1086	1086	3	6	484	159950
83	10184	NAmes	6	5	1963	1083	1146	1146	3	6	294	165000
77	9786	NAmes	6	7	1962	912	1085	1734	3	7	440	159000
77	9510	NAmes	6	5	1962	1135	1207	1207	3	6	264	147000
66	7800	NAmes	5	5	1964	912	912	912	2	5	288	115000
79	8910	NAmes	6	6	1959	655	1194	1194	3	6	539	159500
60	7332	NAmes	6	6	1959	864	864	864	2	4	288	120000
73	7100	NAmes	5	7	1957	816	816	816	2	5	308	129900
80	10800	NAmes	6	6	1961	1313	1773	1773	3	6	418	183000
86	11650	NAmes	7	5	1959	0	1472	1472	2	5	484	157500
	18275	NAmes	7	8	1962	1438	1900	2448	3	9	441	277500
47	16321	NAmes	5	6	1957	1484	1600	1600	2	6	319	207500
60	12144	NAmes	4	6	1950	910	910	1521	3	6	597	147500
60	10800	NAmes	4	4	1949	720	720	1192	4	6	0	135000
60	7200	NAmes	5	7	1950	0	1040	1040	2	5	625	109500
60	7200	NAmes	4	5	1950	0	1040	1040	2	4	420	109900
70	7560	NAmes	5	5	1959	1040	1040	1040	3	6	286	133700
60	8544	NAmes	3	4	1950	0	1040	1040	2	6	400	81400
	8544	NAmes	3	4	1949	0	1040	1040	2	6	400	87500
60	8544	NAmes	3	4	1950	0	1040	1040	2	6	400	93500
75	8512	NAmes	5	5	1960	1556	1556	1556	4	8	0	119000
70	7945	NAmes	5	6	1959	1150	1150	1150	3	6	300	141000
70	7000	NAmes	5	4	1961	1150	1150	1150	3	6	288	146000
69	7590	NAmes	6	5	1966	660	660	1348	3	6	453	155000
69	10205	NAmes	5	5	1962	925	999	999	3	6	300	134500
74	7400	NAmes	7	6	1962	1045	1045	1045	3	6	528	120000
70	7000	NAmes	5	6	1962	864	864	864	3	5	336	105000
70	7000	NAmes	5	5	1962	1025	1025	1025	3	6	0	124000
62	9856	OldTown	5	8	1900	716	1007	2014	5	8	624	169000
57	9906	OldTown	4	4	1925	686	810	1328	3	8	210	107000
60	9600	OldTown	5	6	1948	1212	1226	1668	3	6	240	135000
60	5520	OldTown	4	6	1920	1147	1147	1657	4	9	162	111500
60	9600	OldTown	6	8	1900	780	940	1416	3	7	400	156500
60	9600	OldTown	7	7	1925	728	832	1641	3	6	546	178000
58	6451	OldTown	7	7	1900	712	848	1428	4	7	576	139900
66	3960	OldTown	7	8	1930	502	502	1004	2	5	200	105000
70	5684	OldTown	6	8	1930	813	813	813	2	5	270	110000
56	7745	OldTown	4	6	1900	938	1084	1951	4	9	576	111500
56	7741	OldTown	6	5	1924	1032	1032	1032	2	5	280	108000
50	5633	OldTown	5	7	1925	844	844	844	2	5	216	111500
50	9000	OldTown	5	6	1880	636	1089	1750	3	8	240	124000
60	7200	OldTown	4	5	1950	576	864	864	2	5	528	105000
40	4400	OldTown	6	8	1920	648	734	1118	2	6	440	116000
42	7614	OldTown	3	5	1905	738	714	1376	2	7	216	96900
50	6000	OldTown	5	7	1955	960	960	960	3	5	576	135500
50	6000	OldTown	5	7	1924	816	816	1566	5	7	450	139000
52	7830	OldTown	3	5	1921	492	492	492	1	3	200	61500
56	9576	OldTown	6	7	1945	770	885	1182	3	5	378	120000
49	5820	OldTown	3	8	1955	1162	1163	1163	3	6	220	126175
48	5747	OldTown	3	4	1920	798	840	840	2	5	250	64000
69	9142	OldTown	6	8	1910	1020	908	1928	4	9	440	137000
60	9600	OldTown	4	2	1900	1095	1095	1774	4	8	779	87000
60	10800	OldTown	7	7	1914	880	880	1768	2	6	320	163000
70	6300	OldTown	7	6	1910	1226	1226	2104	5	9	432	155000
63	5000	OldTown	5	4	1900	540	889	1440	3	6	352	79000
65	8850	OldTown	7	6	1916	815	815	1690	3	7	225	144000
60	3600	OldTown	6	7	1910	684	684	1368	3	7	216	114504
60	7200	OldTown	7	7	1920	596	998	1762	4	8	576	157000
84	11340	OldTown	6	5	1923	1200	1200	1200	4	7	312	125000
90	22950	OldTown	10	9	1892	1107	1518	3608	4	12	840	475000
33	5976	OldTown	5	7	1920	624	624	1248	2	8	0	93500
65	9750	OldTown	5	5	1958	960	960	960	3	5	624	125000
63	4761	IDOTRR	3	3	1918	1020	1020	1020	2	5	0	64500
	7446	BrkSide	4	5	1941	788	788	788	2	4	0	100000
65	6435	BrkSide	6	5	1939	972	972	1577	3	6	312	140200
69	11737	BrkSide	6	7	1924	848	1017	1827	2	9	240	202500
50	5000	BrkSide	6	7	1947	1004	1004	1664	3	7	420	159000
65	7800	OldTown	5	7	1939	793	793	1118	3	5	410	119900
52	6240	BrkSide	6	6	1934	816	816	1176	3	6	528	114500
	6240	BrkSide	5	4	1936	896	896	1344	3	7	240	115000
51	6120	BrkSide	3	5	1930	728	728	1162	3	6	258	75000
51	6120	BrkSide	5	7	1925	768	1015	1015	3	6	450	88000
52	6240	BrkSide	4	5	1947	0	672	912	2	3	0	80500
52	6240	BrkSide	5	6	1928	1042	1042	1576	3	8	225	149000
51	6120	BrkSide	5	7	1930	741	741	1324	3	7	180	110000
50	6000	OldTown	6	6	1925	1103	1103	1103	2	5	440	110500
50	6000	BrkSide	5	7	1921	616	616	616	2	4	205	89000
58	6380	BrkSide	5	6	1922	993	1048	1048	2	5	280	113000
50	11672	BrkSide	5	5	1925	816	816	816	2	4	210	109000
90	33120	OldTown	6	5	1962	1595	1611	2486	5	8	576	220000
60	9873	BrkSide	4	5	1970	960	960	960	3	6	576	129000
59	5310	OldTown	6	8	1910	485	1001	1635	2	5	255	117000
153	4118	OldTown	4	4	1941	693	693	693	2	4	0	52500
60	10320	IDOTRR	4	5	1924	596	834	1430	3	7	370	107000
60	7518	IDOTRR	5	8	1910	396	665	1330	3	7	390	116500
50	9000	IDOTRR	5	4	1919	610	819	819	2	4	0	72000
50	8600	IDOTRR	6	6	1937	780	780	1376	3	7	198	119500
60	7200	IDOTRR	5	6	1938	803	803	1360	2	6	297	125500
60	9786	IDOTRR	3	4	1922	1007	1077	1077	3	6	210	91000
60	6780	IDOTRR	6	8	1935	520	520	754	2	5	0	84500
60	7200	IDOTRR	6	6	1930	984	984	984	3	6	308	90000
82	12375	Sawyer	5	5	1951	806	1081	1422	3	7	288	137500
120	11136	Sawyer	6	5	1964	1921	1921	1921	4	8	576	150000
100	21370	Sawyer	5	5	1950	0	1640	1640	3	7	394	131000
92	6930	ClearCr	5	4	1958	1062	1352	1352	3	6	288	130000
55	8250	Edwards	5	7	1935	0	1032	1032	2	6	260	125000
50	5220	SWISU	5	3	1936	830	879	879	2	4	180	80000
50	5500	SWISU	7	5	2004	1073	1073	1073	2	4	246	157000
75	11235	Sawyer	4	5	1963	1051	1382	1382	3	6	459	148000
72	10791	Sawyer	4	5	1967	0	1296	1296	2	6	516	90000
70	8414	Sawyer	6	8	1963	1059	1068	1068	3	6	264	154500
	11327	Sawyer	5	6	1967	1064	1064	1064	3	6	528	153600
96	11777	Sawyer	5	6	1966	1164	1320	1320	3	6	564	164500
80	10366	Sawyer	6	7	1964	912	934	934	2	4	336	132000
75	9000	Sawyer	5	6	1966	1059	1059	1059	3	6	286	142500
	11553	Sawyer	5	5	1968	1051	1159	1159	3	7	336	158000
74	7844	Sawyer	6	7	1978	672	672	1400	3	6	440	149500
	9535	Sawyer	5	5	1967	1176	1458	1458	3	7	512	165000
78	10335	Sawyer	5	6	1968	1461	1721	1721	3	7	440	180000
	7176	Sawyer	6	6	1978	960	1040	1040	3	6	616	160500
	9662	Sawyer	5	4	1977	1967	1967	1967	6	10	580	156500
75	8235	Sawyer	5	4	1977	1949	1949	1949	6	10	586	157000
	13650	Sawyer	5	5	1958	1052	1252	1920	4	8	451	172500
88	13125	Sawyer	5	4	1957	1134	1803	1803	3	8	484	155000
102	17920	Sawyer	5	4	1955	1763	1779	1779	3	6	454	170000
	17529	Sawyer	5	5	1924	872	872	872	2	5	322	105000
	10246	Sawyer	4	9	1965	648	960	960	0	3	364	145000
	14175	Sawyer	5	6	1956	1188	1437	1437	3	6	576	168000
	20355	ClearCr	7	6	1967	1865	1830	1830	2	6	521	278000
87	13050	ClearCr	5	6	1963	1000	1000	1000	1	4	575	164000
81	15593	ClearCr	7	4	1953	1304	1304	2287	3	7	667	225000
72	10820	Sawyer	5	7	1971	782	810	810	2	4	576	130000
100	13350	Sawyer	5	5	1974	864	894	894	3	5	440	142500
	1700	ClearCr	7	5	1980	430	880	1700	2	7	450	148400
	5271	ClearCr	7	5	1986	1453	1453	1453	2	6	445	190000
75	9375	Edwards	4	5	1954	967	1350	1350	3	6	504	146000
62	6488	Edwards	5	5	1942	799	799	1150	3	6	215	128000
78	7800	Edwards	5	8	1948	896	1112	2008	3	8	230	225000
	19690	Edwards	6	7	1966	697	1575	2201	4	8	432	274970
114	19950	Edwards	6	7	1928	672	1337	2009	4	8	795	235000
60	19800	Edwards	6	8	1935	1836	1836	3672	5	7	836	415000
78	11679	Edwards	5	5	1962	1776	1560	1560	3	6	528	182000
80	12048	Edwards	5	6	1952	0	1488	1488	3	7	569	135000
70	10519	Edwards	5	8	1955	1057	1057	1057	3	6	288	137000
75	9525	Edwards	6	4	1954	994	1216	1855	4	7	325	136900
75	9525	Edwards	6	5	1953	1000	1068	1609	5	7	305	149900
57	6420	Edwards	5	7	1952	980	1148	1148	2	6	308	123500
77	8335	Edwards	5	5	1954	0	1124	1124	3	5	0	93000
50	7585	Edwards	5	3	1948	810	1002	1456	4	7	280	91500
	11200	SawyerW	6	5	1985	1298	1298	1298	3	5	403	180000
88	12128	SawyerW	6	4	1989	868	1313	2559	4	9	506	209000
80	9554	SawyerW	8	5	1993	777	1065	1911	3	8	471	215000
73	9069	SawyerW	6	8	1993	1344	1440	1440	2	8	920	224500
133	11003	CollgCr	7	5	2005	1308	1308	1876	3	7	848	229800
64	7488	CollgCr	7	5	2005	1208	1208	1208	2	6	632	183600
64	7406	CollgCr	7	5	2006	1199	1220	1220	2	6	632	194000
64	6762	CollgCr	7	5	2006	1286	1294	1294	2	6	662	193879
86	11210	CollgCr	7	5	2005	1614	1614	1614	3	7	865	221500
73	8990	CollgCr	7	5	2006	1498	1498	1498	2	5	675	204900
73	8760	CollgCr	7	5	2006	1391	1391	1962	3	7	868	239799
90	13377	CollgCr	6	5	2006	1836	1846	1846	3	7	495	233555
78	11645	CollgCr	7	5	2005	1734	1734	1734	3	7	660	260000
78	11645	CollgCr	8	5	2005	1570	1590	1590	2	6	754	294900
91	10984	CollgCr	7	5	2005	945	945	1809	3	8	638	209700
78	9316	CollgCr	7	5	2005	1614	1614	1614	3	7	576	225000
78	9316	CollgCr	7	5	2005	784	784	1596	3	6	610	181000
80	10041	SawyerW	8	5	1992	908	927	1915	3	8	506	220000
	36500	ClearCr	5	5	1964	1624	1582	1582	4	7	390	190000
	21453	ClearCr	6	5	1969	938	988	988	1	4	540	180000
62	70761	ClearCr	7	5	1975	1533	1533	1533	2	5	576	280000
80	12000	ClearCr	6	5	1968	1388	1388	1388	3	6	522	158900
57	8846	CollgCr	5	5	1996	870	914	914	2	5	576	148000
95	13015	CollgCr	5	6	1996	1100	1100	1100	3	5	462	145000
65	12438	CollgCr	6	5	1995	781	795	1499	3	6	473	187000
	8685	CollgCr	7	5	1998	1425	1425	1425	3	5	591	193000
43	13568	CollgCr	5	5	1995	990	990	990	3	5	576	156000
70	9100	CollgCr	7	5	2000	1525	1525	1525	3	6	541	235000
79	9236	CollgCr	6	5	1997	1479	1494	1494	3	6	576	217000
78	10264	CollgCr	7	5	1999	1588	1588	1588	3	6	472	214000
68	9272	CollgCr	7	5	1999	842	856	1749	3	7	515	196000
72	13426	CollgCr	7	5	1999	951	951	1779	3	7	586	217000
95	13450	CollgCr	7	5	2002	916	920	1861	3	8	492	200000
65	14006	CollgCr	7	5	2002	936	936	1776	3	7	474	192500
118	13704	CollgCr	7	5	2001	1541	1541	1541	3	6	843	205000
55	10780	CollgCr	5	5	1976	911	954	954	3	6	576	132500
50	8340	CollgCr	6	6	1977	675	686	1388	3	6	317	157500
42	10385	CollgCr	6	6	1978	995	1282	1282	3	6	672	174000
69	9920	CollgCr	5	6	1969	971	971	971	3	5	300	128500
120	9560	CollgCr	5	7	1972	864	864	864	3	5	288	128500
70	9800	CollgCr	5	7	1972	894	894	894	3	5	552	149900
60	7200	CollgCr	5	8	1972	864	864	864	3	5	297	119900
	3612	Landmrk	6	5	1993	630	630	1320	3	5	484	137000
90	11367	CollgCr	8	5	2002	1065	1091	1989	3	7	586	255000
	9930	CollgCr	7	5	2002	826	878	1762	3	6	591	222000
45	9468	CollgCr	6	5	1999	840	840	1755	3	7	530	214000
	11088	CollgCr	8	5	2002	1348	1358	1358	1	5	418	220000
	14781	CollgCr	8	5	2001	1753	1787	1787	3	7	748	275000
70	8726	CollgCr	7	5	2002	872	872	1909	4	8	529	197000
	8125	CollgCr	7	5	2002	1654	1654	1654	3	6	900	230000
67	10566	CollgCr	8	5	1999	1090	1090	2214	3	8	646	268500
	21533	CollgCr	7	5	1996	1065	1065	2049	4	9	467	210900
90	11250	CollgCr	7	5	1998	1054	1070	1939	3	8	555	227000
90	11250	CollgCr	7	5	1995	930	950	1995	4	8	610	237000
75	9750	CollgCr	7	6	1998	1108	1108	2097	3	8	583	274300
70	9100	CollgCr	7	5	2004	1860	1836	1836	3	8	484	216837
37	4435	CollgCr	6	5	2003	848	848	848	1	4	420	133000
37	4435	CollgCr	6	5	2004	848	848	848	1	3	420	155900
120	15611	CollgCr	8	5	2006	1079	1079	1919	3	8	685	233230
70	8810	CollgCr	7	5	2003	1390	1390	1390	3	7	545	207000
41	12393	CollgCr	7	5	2004	847	847	1948	4	8	434	195000
70	9135	CollgCr	6	5	2003	1682	1700	1700	3	7	544	200000
74	8581	CollgCr	7	5	2006	851	851	1737	3	7	578	203160
70	8400	CollgCr	7	5	2005	784	784	1611	3	6	572	195800
84	10084	CollgCr	7	5	2005	1552	1552	1552	3	7	782	212900
89	11645	CollgCr	7	5	2004	860	860	1720	3	7	565	196500
65	8772	CollgCr	7	5	2005	1336	1336	1336	3	6	502	198000
68	8846	CollgCr	6	5	2005	750	750	1500	3	6	564	173900
65	8461	CollgCr	6	5	2005	728	728	1456	3	8	390	163990
65	8767	CollgCr	7	5	2005	1310	1310	1310	3	6	400	164990
67	8777	Edwards	4	6	1910	676	760	1436	3	6	528	98000
134	17755	Edwards	5	4	1959	1466	1466	1466	3	6	528	149900
67	8877	Edwards	4	5	1951	836	1220	1220	2	6	396	102000
38	7840	Edwards	6	5	1975	976	1012	1012	4	4	0	127500
35	9400	Edwards	6	5	1975	945	980	980	4	4	0	127500
73	16133	Edwards	5	4	1969	1176	1176	1176	2	5	360	119900
62	7162	Edwards	7	5	2003	796	806	1724	3	8	616	196500
75	8050	Edwards	6	5	2002	914	914	914	2	4	0	117250
90	11060	Edwards	7	5	2003	1150	1164	2314	3	9	502	229000
