year,age,maritalstatus,education,region,jobclass,health,health_ins,wage
2005,31,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,81.28325328
2004,43,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,90.48191336
2009,57,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,109.8339856
2005,40,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,148.4131591
2003,48,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,84.52946902
2004,46,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,101.8243521
2009,58,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,104.9215065
2003,50,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,104.9215065
2005,38,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,99.6894637
2004,33,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,101.4020523
2007,52,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,149.0558956
2004,48,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,73.77574327
2006,53,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,160.6424754
2008,37,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2007,43,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,119.4052043
2008,54,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,107.9039239
2004,41,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,154.8683672
2005,57,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,75.35567932
2007,54,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,118.5395025
2009,25,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,76.89360252
2003,35,5. Separated,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,62.19867943
2008,29,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,182.020621
2009,36,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,267.9010869
2005,43,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,141.7751723
2007,41,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,186.8766776
2003,52,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,72.15045568
2005,48,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,49.55533812
2003,51,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,81.28325328
2004,55,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2004,37,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,97.49329405
2007,48,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,111.7208494
2003,42,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,101.8243521
2007,43,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,127.1157438
2006,32,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,87.98103279
2006,33,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,84.04595765
2003,48,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,78.3924668
2009,20,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,46.36650274
2005,43,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,132.8607653
2003,58,4. Divorced,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,61.59458318
2004,38,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,99.6894637
2008,23,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,66.22940829
2009,54,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,108.8745258
2007,66,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,99.6894637
2009,47,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,152.838801
2003,35,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,76.89360252
2008,39,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,143.1349408
2005,35,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,125.2042866
2006,40,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,75.61069586
2006,41,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,109.8339856
2004,40,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,176.9896505
2006,50,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,59.09706408
2004,35,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,99.6894637
2009,43,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,95.23071257
2005,26,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,104.9215065
2009,23,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,49.55533812
2003,61,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,130.9821774
2004,24,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,43.73511168
2006,66,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2006,50,3. Widowed,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,109.8339856
2005,22,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,75.04315402
2004,62,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,91.69922611
2003,55,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,105.9278108
2004,41,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,73.77574327
2005,54,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,170.1568344
2009,29,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,138.2991269
2004,39,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,101.8243521
2006,71,4. Divorced,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,87.98103279
2003,22,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,78.3924668
2007,48,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,123.0896998
2009,35,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,116.2653241
2003,46,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,90.48191336
2003,51,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,109.8339856
2005,55,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,104.9215065
2005,36,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2008,57,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,94.07271475
2005,21,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,141.7751723
2006,60,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,128.6804882
2006,41,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,73.77574327
2004,56,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,139.3538118
2005,32,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,94.07271475
2003,32,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,73.77574327
2006,36,4. Divorced,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,107.9039239
2006,28,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,64.54207487
2009,60,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. No,138.2991269
2003,41,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,89.24288466
2006,55,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,99.6894637
2003,36,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,109.8339856
2006,46,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,90.48191336
2008,62,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,89.49247952
2006,44,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,102.7662809
2006,36,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,118.8843593
2004,41,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,148.4131591
2006,22,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,114.4757133
2008,51,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,129.9836348
2008,57,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,110.7826503
2005,55,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,114.4757133
2003,36,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,148.4131591
2008,43,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,276.7784133
2003,38,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,23.95294448
2006,27,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,103.9024706
2007,32,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,118.8843593
2009,44,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,71.68674367
2008,56,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,276.7784133
2007,38,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,141.7751723
2003,36,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,99.6894637
2005,28,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,108.8745258
2005,39,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,79.85490031
2008,42,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,78.98460618
2009,51,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,82.6796373
2004,55,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,89.49247952
2007,39,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,130.9821774
2003,42,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,109.7060518
2006,33,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,117.1468169
2008,23,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,73.77574327
2003,40,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,81.28325328
2003,40,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,80.85819596
2009,51,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,107.9039239
2007,76,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,76.89360252
2007,57,4. Divorced,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,87.98103279
2003,27,5. Separated,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,95.23071257
2005,26,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,84.04595765
2005,25,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,99.6894637
2005,27,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,101.4020523
2004,33,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,87.98103279
2003,51,4. Divorced,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,87.98103279
2005,22,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,94.07271475
2005,47,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,128.1996369
2009,34,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,136.5176552
2008,47,4. Divorced,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,107.9039239
2005,31,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,123.0896998
2005,46,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,91.69922611
2006,47,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,78.3924668
2006,49,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,154.685293
2003,40,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,136.1577108
2004,51,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,81.28325328
2008,31,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,76.28327785
2003,58,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,109.8339856
2005,48,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,87.78843622
2004,54,4. Divorced,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,127.1157438
2007,56,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,154.0729972
2007,61,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,109.8339856
2009,32,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,138.2991269
2007,60,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,164.6469889
2006,42,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,138.2991269
2003,22,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,44.97829203
2003,46,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,106.7239776
2005,53,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,114.4757133
2008,43,4. Divorced,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,73.77574327
2009,32,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,75.35567932
2009,30,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,141.7751723
2009,50,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,109.8339856
2006,40,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,277.7994802
2009,55,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,79.85490031
2004,42,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,166.3249412
2004,35,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,75.35567932
2004,33,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,100.0867423
2004,33,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,102.8702469
2003,38,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.7120941
2009,41,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,117.1468169
2009,42,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,123.5000178
2009,58,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,148.4131591
2009,45,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,76.89360252
2009,47,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,109.8339856
2005,30,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,105.9278108
2009,34,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,160.6424754
2006,43,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,149.6950421
2008,58,5. Separated,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,99.6894637
2009,44,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,104.9235317
2005,28,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,61.18752643
2004,46,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,105.9278108
2008,36,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,107.9039239
2007,37,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,70.81503862
2008,47,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,160.6424754
2007,56,4. Divorced,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,99.6894637
2009,38,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,111.7208494
2007,41,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,75.35567932
2004,62,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,94.07271475
2004,40,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,87.98103279
2004,44,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,123.0896998
2007,56,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,99.6894637
2008,51,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,76.89360252
2005,41,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,86.69515483
2005,52,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,176.9896505
2008,27,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,100.7642728
2004,52,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,114.4757133
2005,51,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,67.17929148
2009,51,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,79.85490031
2005,28,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,90.48191336
2007,49,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,57.97094218
2007,61,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,114.4757133
2006,39,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,99.6894637
